track,rate_metric,rate_label,pixel_rate_px_s,assumed_full_frame_hfov_deg,assumed_slant_range_nm,source_width_px,implied_speed_mps,implied_speed_kts
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,8.0,50.0,1920,58.883,114.459
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,8.0,100.0,1920,117.765,228.917
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,10.0,1.0,1920,1.472,2.861
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,10.0,5.0,1920,7.36,14.307
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,10.0,10.0,1920,14.721,28.615
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,10.0,20.0,1920,29.441,57.229
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,10.0,50.0,1920,73.603,143.073
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,10.0,100.0,1920,147.207,286.147
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,20.0,1.0,1920,2.944,5.723
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,20.0,5.0,1920,14.721,28.615
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,20.0,10.0,1920,29.441,57.229
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,20.0,20.0,1920,58.883,114.459
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,20.0,50.0,1920,147.207,286.147
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,20.0,100.0,1920,294.413,572.293
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,0.5,1.0,1920,0.57,1.108
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,0.5,5.0,1920,2.85,5.54
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,0.5,10.0,1920,5.7,11.08
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,0.5,20.0,1920,11.4,22.159
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,0.5,50.0,1920,28.499,55.398
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,0.5,100.0,1920,56.999,110.797
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,1.0,1.0,1920,1.14,2.216
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,1.0,5.0,1920,5.7,11.08
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,1.0,10.0,1920,11.4,22.159
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,1.0,20.0,1920,22.8,44.319
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,1.0,50.0,1920,56.999,110.797
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,1.0,100.0,1920,113.998,221.593
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,2.0,1.0,1920,2.28,4.432
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,2.0,5.0,1920,11.4,22.159
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,2.0,10.0,1920,22.8,44.319
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,2.0,20.0,1920,45.599,88.637
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,2.0,50.0,1920,113.998,221.593
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,2.0,100.0,1920,227.995,443.187
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,4.0,1.0,1920,4.56,8.864
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,4.0,5.0,1920,22.8,44.319
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,4.0,10.0,1920,45.599,88.637
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,4.0,20.0,1920,91.198,177.275
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,4.0,50.0,1920,227.995,443.187
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,4.0,100.0,1920,455.99,886.374
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,8.0,1.0,1920,9.12,17.727
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,8.0,5.0,1920,45.599,88.637
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,8.0,10.0,1920,91.198,177.275
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,8.0,20.0,1920,182.396,354.55
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,8.0,50.0,1920,455.99,886.374
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,8.0,100.0,1920,911.981,1772.748
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,10.0,1.0,1920,11.4,22.159
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,10.0,5.0,1920,56.999,110.797
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,10.0,10.0,1920,113.998,221.593
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,10.0,20.0,1920,227.995,443.187
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,10.0,50.0,1920,569.988,1107.967
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,10.0,100.0,1920,1139.976,2215.935
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,20.0,1.0,1920,22.8,44.319
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,20.0,5.0,1920,113.998,221.593
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,20.0,10.0,1920,227.995,443.187
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,20.0,20.0,1920,455.99,886.374
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,20.0,50.0,1920,1139.976,2215.935
manual_1fps_primary_interval_50_75,path_average_rate_px_s,path-length average rate,67.714,20.0,100.0,1920,2279.951,4431.87
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,0.5,1.0,1920,0.354,0.688
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,0.5,5.0,1920,1.77,3.44
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,0.5,10.0,1920,3.539,6.88
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,0.5,20.0,1920,7.079,13.76
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,0.5,50.0,1920,17.697,34.4
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,0.5,100.0,1920,35.394,68.801
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,1.0,1.0,1920,0.708,1.376
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,1.0,5.0,1920,3.539,6.88
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,1.0,10.0,1920,7.079,13.76
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,1.0,20.0,1920,14.158,27.52
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,1.0,50.0,1920,35.394,68.801
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,1.0,100.0,1920,70.788,137.602
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,2.0,1.0,1920,1.416,2.752
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,2.0,5.0,1920,7.079,13.76
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,2.0,10.0,1920,14.158,27.52
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,2.0,20.0,1920,28.315,55.041
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,2.0,50.0,1920,70.788,137.602
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,2.0,100.0,1920,141.577,275.203
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,4.0,1.0,1920,2.832,5.504
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,4.0,5.0,1920,14.158,27.52
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,4.0,10.0,1920,28.315,55.041
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,4.0,20.0,1920,56.631,110.081
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,4.0,50.0,1920,141.577,275.203
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,4.0,100.0,1920,283.154,550.407
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,8.0,1.0,1920,5.663,11.008
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,8.0,5.0,1920,28.315,55.041
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,8.0,10.0,1920,56.631,110.081
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,8.0,20.0,1920,113.262,220.163
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,8.0,50.0,1920,283.154,550.407
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,8.0,100.0,1920,566.308,1100.814
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,10.0,1.0,1920,7.079,13.76
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,10.0,5.0,1920,35.394,68.801
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,10.0,10.0,1920,70.788,137.602
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,10.0,20.0,1920,141.577,275.203
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,10.0,50.0,1920,353.942,688.009
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,10.0,100.0,1920,707.885,1376.017
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,20.0,1.0,1920,14.158,27.52
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,20.0,5.0,1920,70.788,137.602
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,20.0,10.0,1920,141.577,275.203
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,20.0,20.0,1920,283.154,550.407
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,20.0,50.0,1920,707.885,1376.017
manual_1fps_primary_interval_50_75,step_rate_median_px_s,median consecutive-step rate,42.048,20.0,100.0,1920,1415.769,2752.034
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,0.5,1.0,1920,0.081,0.158
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,0.5,5.0,1920,0.406,0.788
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,0.5,10.0,1920,0.811,1.577
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,0.5,20.0,1920,1.622,3.153
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,0.5,50.0,1920,4.056,7.883
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,0.5,100.0,1920,8.111,15.767
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,1.0,1.0,1920,0.162,0.315
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,1.0,5.0,1920,0.811,1.577
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,1.0,10.0,1920,1.622,3.153
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,1.0,20.0,1920,3.244,6.307
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,1.0,50.0,1920,8.111,15.767
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,1.0,100.0,1920,16.222,31.534
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,2.0,1.0,1920,0.324,0.631
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,2.0,5.0,1920,1.622,3.153
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,2.0,10.0,1920,3.244,6.307
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,2.0,20.0,1920,6.489,12.613
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,2.0,50.0,1920,16.222,31.534
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,2.0,100.0,1920,32.445,63.067
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,4.0,1.0,1920,0.649,1.261
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,4.0,5.0,1920,3.244,6.307
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,4.0,10.0,1920,6.489,12.613
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,4.0,20.0,1920,12.978,25.227
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,4.0,50.0,1920,32.445,63.067
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,4.0,100.0,1920,64.889,126.135
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,8.0,1.0,1920,1.298,2.523
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,8.0,5.0,1920,6.489,12.613
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,8.0,10.0,1920,12.978,25.227
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,8.0,20.0,1920,25.956,50.454
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,8.0,50.0,1920,64.889,126.135
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,8.0,100.0,1920,129.779,252.27
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,10.0,1.0,1920,1.622,3.153
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,10.0,5.0,1920,8.111,15.767
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,10.0,10.0,1920,16.222,31.534
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,10.0,20.0,1920,32.445,63.067
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,10.0,50.0,1920,81.112,157.669
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,10.0,100.0,1920,162.224,315.337
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,20.0,1.0,1920,3.244,6.307
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,20.0,5.0,1920,16.222,31.534
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,20.0,10.0,1920,32.445,63.067
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,20.0,20.0,1920,64.889,126.135
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,20.0,50.0,1920,162.224,315.337
manual_1fps_post_zoom_interval_76_87,net_rate_px_s,net start-to-end rate,9.636,20.0,100.0,1920,324.447,630.675
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,0.5,1.0,1920,0.78,1.515
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,0.5,5.0,1920,3.898,7.576
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,0.5,10.0,1920,7.795,15.153
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,0.5,20.0,1920,15.591,30.306
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,0.5,50.0,1920,38.977,75.765
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,0.5,100.0,1920,77.954,151.529
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,1.0,1.0,1920,1.559,3.031
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,1.0,5.0,1920,7.795,15.153
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,1.0,10.0,1920,15.591,30.306
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,1.0,20.0,1920,31.181,60.612
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,1.0,50.0,1920,77.954,151.529
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,1.0,100.0,1920,155.907,303.059
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,2.0,1.0,1920,3.118,6.061
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,2.0,5.0,1920,15.591,30.306
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,2.0,10.0,1920,31.181,60.612
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,2.0,20.0,1920,62.363,121.224
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,2.0,50.0,1920,155.907,303.059
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,2.0,100.0,1920,311.814,606.118
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,4.0,1.0,1920,6.236,12.122
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,4.0,5.0,1920,31.181,60.612
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,4.0,10.0,1920,62.363,121.224
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,4.0,20.0,1920,124.726,242.447
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,4.0,50.0,1920,311.814,606.118
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,4.0,100.0,1920,623.628,1212.236
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,8.0,1.0,1920,12.473,24.245
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,8.0,5.0,1920,62.363,121.224
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,8.0,10.0,1920,124.726,242.447
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,8.0,20.0,1920,249.451,484.894
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,8.0,50.0,1920,623.628,1212.236
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,8.0,100.0,1920,1247.256,2424.471
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,10.0,1.0,1920,15.591,30.306
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,10.0,5.0,1920,77.954,151.529
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,10.0,10.0,1920,155.907,303.059
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,10.0,20.0,1920,311.814,606.118
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,10.0,50.0,1920,779.535,1515.294
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,10.0,100.0,1920,1559.07,3030.589
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,20.0,1.0,1920,31.181,60.612
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,20.0,5.0,1920,155.907,303.059
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,20.0,10.0,1920,311.814,606.118
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,20.0,20.0,1920,623.628,1212.236
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,20.0,50.0,1920,1559.07,3030.589
manual_1fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,92.608,20.0,100.0,1920,3118.14,6061.178
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,0.5,1.0,1920,0.682,1.325
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,0.5,5.0,1920,3.409,6.626
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,0.5,10.0,1920,6.818,13.253
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,0.5,20.0,1920,13.635,26.505
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,0.5,50.0,1920,34.089,66.263
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,0.5,100.0,1920,68.177,132.526
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,1.0,1.0,1920,1.364,2.651
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,1.0,5.0,1920,6.818,13.253
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,1.0,10.0,1920,13.635,26.505
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,1.0,20.0,1920,27.271,53.01
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,1.0,50.0,1920,68.177,132.526
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,1.0,100.0,1920,136.355,265.052
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,2.0,1.0,1920,2.727,5.301
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,2.0,5.0,1920,13.635,26.505
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,2.0,10.0,1920,27.271,53.01
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,2.0,20.0,1920,54.542,106.021
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,2.0,50.0,1920,136.355,265.052
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,2.0,100.0,1920,272.709,530.104
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,4.0,1.0,1920,5.454,10.602
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,4.0,5.0,1920,27.271,53.01
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,4.0,10.0,1920,54.542,106.021
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,4.0,20.0,1920,109.084,212.042
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,4.0,50.0,1920,272.709,530.104
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,4.0,100.0,1920,545.419,1060.209
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,8.0,1.0,1920,10.908,21.204
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,8.0,5.0,1920,54.542,106.021
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,8.0,10.0,1920,109.084,212.042
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,8.0,20.0,1920,218.167,424.083
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,8.0,50.0,1920,545.419,1060.209
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,8.0,100.0,1920,1090.837,2120.417
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,10.0,1.0,1920,13.635,26.505
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,10.0,5.0,1920,68.177,132.526
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,10.0,10.0,1920,136.355,265.052
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,10.0,20.0,1920,272.709,530.104
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,10.0,50.0,1920,681.773,1325.261
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,10.0,100.0,1920,1363.547,2650.522
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,20.0,1.0,1920,27.271,53.01
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,20.0,5.0,1920,136.355,265.052
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,20.0,10.0,1920,272.709,530.104
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,20.0,20.0,1920,545.419,1060.209
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,20.0,50.0,1920,1363.547,2650.522
manual_1fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,80.994,20.0,100.0,1920,2727.093,5301.044
