track,rate_metric,rate_label,pixel_rate_px_s,assumed_full_frame_hfov_deg,assumed_slant_range_nm,source_width_px,implied_speed_mps,implied_speed_mph,implied_speed_kts
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,10.0,10.0,1920,508.927,1138.437,989.274
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,10.0,20.0,1920,1017.853,2276.873,1978.548
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,10.0,50.0,1920,2544.634,5692.183,4946.371
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,10.0,100.0,1920,5089.267,11384.367,9892.742
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,20.0,1.0,1920,101.785,227.687,197.855
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,20.0,2.0,1920,203.571,455.375,395.71
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,20.0,5.0,1920,508.927,1138.437,989.274
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,20.0,10.0,1920,1017.853,2276.873,1978.548
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,20.0,20.0,1920,2035.707,4553.747,3957.097
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,20.0,50.0,1920,5089.267,11384.367,9892.742
manual_review_accepted_marks_only_4_59,step_rate_p95_px_s,p95 consecutive-step rate,302.3,20.0,100.0,1920,10178.535,22768.734,19785.484
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,1.0,1920,1.565,3.502,3.043
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,2.0,1920,3.131,7.004,6.086
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,5.0,1920,7.827,17.509,15.215
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,10.0,1920,15.655,35.019,30.43
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,20.0,1920,31.309,70.037,60.86
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,50.0,1920,78.273,175.093,152.151
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,100.0,1920,156.547,350.185,304.302
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,1.0,1.0,1920,3.131,7.004,6.086
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,1.0,2.0,1920,6.262,14.007,12.172
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,1.0,5.0,1920,15.655,35.019,30.43
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,1.0,10.0,1920,31.309,70.037,60.86
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,1.0,20.0,1920,62.619,140.074,121.721
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,1.0,50.0,1920,156.547,350.185,304.302
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,1.0,100.0,1920,313.093,700.37,608.605
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,2.0,1.0,1920,6.262,14.007,12.172
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,2.0,2.0,1920,12.524,28.015,24.344
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,2.0,5.0,1920,31.309,70.037,60.86
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,2.0,10.0,1920,62.619,140.074,121.721
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,2.0,20.0,1920,125.237,280.148,243.442
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,2.0,50.0,1920,313.093,700.37,608.605
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,2.0,100.0,1920,626.187,1400.74,1217.21
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,4.0,1.0,1920,12.524,28.015,24.344
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,4.0,2.0,1920,25.047,56.03,48.688
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,4.0,5.0,1920,62.619,140.074,121.721
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,4.0,10.0,1920,125.237,280.148,243.442
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,4.0,20.0,1920,250.475,560.296,486.884
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,4.0,50.0,1920,626.187,1400.74,1217.21
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,4.0,100.0,1920,1252.374,2801.481,2434.42
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,8.0,1.0,1920,25.047,56.03,48.688
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,8.0,2.0,1920,50.095,112.059,97.377
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,8.0,5.0,1920,125.237,280.148,243.442
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,8.0,10.0,1920,250.475,560.296,486.884
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,8.0,20.0,1920,500.95,1120.592,973.768
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,8.0,50.0,1920,1252.374,2801.481,2434.42
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,8.0,100.0,1920,2504.748,5602.961,4868.839
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,10.0,1.0,1920,31.309,70.037,60.86
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,10.0,2.0,1920,62.619,140.074,121.721
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,10.0,5.0,1920,156.547,350.185,304.302
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,10.0,10.0,1920,313.093,700.37,608.605
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,10.0,20.0,1920,626.187,1400.74,1217.21
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,10.0,50.0,1920,1565.467,3501.851,3043.024
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,10.0,100.0,1920,3130.935,7003.702,6086.049
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,20.0,1.0,1920,62.619,140.074,121.721
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,20.0,2.0,1920,125.237,280.148,243.442
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,20.0,5.0,1920,313.093,700.37,608.605
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,20.0,10.0,1920,626.187,1400.74,1217.21
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,20.0,20.0,1920,1252.374,2801.481,2434.42
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,20.0,50.0,1920,3130.935,7003.702,6086.049
phase_all: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,20.0,100.0,1920,6261.87,14007.403,12172.098
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,0.5,1.0,1920,1.871,4.185,3.637
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,0.5,2.0,1920,3.742,8.37,7.273
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,0.5,5.0,1920,9.354,20.925,18.183
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,0.5,10.0,1920,18.708,41.85,36.366
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,0.5,20.0,1920,37.417,83.699,72.732
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,0.5,50.0,1920,93.542,209.248,181.831
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,0.5,100.0,1920,187.084,418.495,363.662
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,1.0,1.0,1920,3.742,8.37,7.273
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,1.0,2.0,1920,7.483,16.74,14.546
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,1.0,5.0,1920,18.708,41.85,36.366
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,1.0,10.0,1920,37.417,83.699,72.732
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,1.0,20.0,1920,74.834,167.398,145.465
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,1.0,50.0,1920,187.084,418.495,363.662
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,1.0,100.0,1920,374.168,836.99,727.324
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,2.0,1.0,1920,7.483,16.74,14.546
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,2.0,2.0,1920,14.967,33.48,29.093
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,2.0,5.0,1920,37.417,83.699,72.732
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,2.0,10.0,1920,74.834,167.398,145.465
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,2.0,20.0,1920,149.667,334.796,290.93
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,2.0,50.0,1920,374.168,836.99,727.324
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,2.0,100.0,1920,748.336,1673.98,1454.649
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,4.0,1.0,1920,14.967,33.48,29.093
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,4.0,2.0,1920,29.933,66.959,58.186
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,4.0,5.0,1920,74.834,167.398,145.465
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,4.0,10.0,1920,149.667,334.796,290.93
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,4.0,20.0,1920,299.334,669.592,581.859
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,4.0,50.0,1920,748.336,1673.98,1454.649
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,4.0,100.0,1920,1496.672,3347.96,2909.297
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,8.0,1.0,1920,29.933,66.959,58.186
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,8.0,2.0,1920,59.867,133.918,116.372
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,8.0,5.0,1920,149.667,334.796,290.93
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,8.0,10.0,1920,299.334,669.592,581.859
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,8.0,20.0,1920,598.669,1339.184,1163.719
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,8.0,50.0,1920,1496.672,3347.96,2909.297
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,8.0,100.0,1920,2993.344,6695.921,5818.595
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,10.0,1.0,1920,37.417,83.699,72.732
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,10.0,2.0,1920,74.834,167.398,145.465
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,10.0,5.0,1920,187.084,418.495,363.662
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,10.0,10.0,1920,374.168,836.99,727.324
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,10.0,20.0,1920,748.336,1673.98,1454.649
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,10.0,50.0,1920,1870.84,4184.951,3636.622
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,10.0,100.0,1920,3741.681,8369.901,7273.243
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,20.0,1.0,1920,74.834,167.398,145.465
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,20.0,2.0,1920,149.667,334.796,290.93
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,20.0,5.0,1920,374.168,836.99,727.324
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,20.0,10.0,1920,748.336,1673.98,1454.649
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,20.0,20.0,1920,1496.672,3347.96,2909.297
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,20.0,50.0,1920,3741.681,8369.901,7273.243
phase_all: entry from bottom-left quarter,path_average_rate_px_s,path-length average rate,222.254,20.0,100.0,1920,7483.361,16739.802,14546.487
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,0.5,1.0,1920,2.294,5.131,4.459
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,0.5,2.0,1920,4.588,10.263,8.918
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,0.5,5.0,1920,11.47,25.657,22.296
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,0.5,10.0,1920,22.94,51.315,44.591
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,0.5,20.0,1920,45.88,102.63,89.183
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,0.5,50.0,1920,114.699,256.575,222.957
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,0.5,100.0,1920,229.398,513.149,445.915
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,1.0,1.0,1920,4.588,10.263,8.918
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,1.0,2.0,1920,9.176,20.526,17.837
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,1.0,5.0,1920,22.94,51.315,44.591
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,1.0,10.0,1920,45.88,102.63,89.183
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,1.0,20.0,1920,91.759,205.26,178.366
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,1.0,50.0,1920,229.398,513.149,445.915
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,1.0,100.0,1920,458.797,1026.299,891.829
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,2.0,1.0,1920,9.176,20.526,17.837
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,2.0,2.0,1920,18.352,41.052,35.673
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,2.0,5.0,1920,45.88,102.63,89.183
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,2.0,10.0,1920,91.759,205.26,178.366
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,2.0,20.0,1920,183.519,410.52,356.732
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,2.0,50.0,1920,458.797,1026.299,891.829
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,2.0,100.0,1920,917.593,2052.598,1783.658
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,4.0,1.0,1920,18.352,41.052,35.673
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,4.0,2.0,1920,36.704,82.104,71.346
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,4.0,5.0,1920,91.759,205.26,178.366
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,4.0,10.0,1920,183.519,410.52,356.732
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,4.0,20.0,1920,367.037,821.039,713.463
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,4.0,50.0,1920,917.593,2052.598,1783.658
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,4.0,100.0,1920,1835.187,4105.196,3567.317
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,8.0,1.0,1920,36.704,82.104,71.346
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,8.0,2.0,1920,73.407,164.208,142.693
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,8.0,5.0,1920,183.519,410.52,356.732
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,8.0,10.0,1920,367.037,821.039,713.463
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,8.0,20.0,1920,734.075,1642.078,1426.927
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,8.0,50.0,1920,1835.187,4105.196,3567.317
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,8.0,100.0,1920,3670.374,8210.392,7134.634
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,10.0,1.0,1920,45.88,102.63,89.183
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,10.0,2.0,1920,91.759,205.26,178.366
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,10.0,5.0,1920,229.398,513.149,445.915
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,10.0,10.0,1920,458.797,1026.299,891.829
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,10.0,20.0,1920,917.593,2052.598,1783.658
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,10.0,50.0,1920,2293.983,5131.495,4459.146
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,10.0,100.0,1920,4587.967,10262.99,8918.292
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,20.0,1.0,1920,91.759,205.26,178.366
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,20.0,2.0,1920,183.519,410.52,356.732
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,20.0,5.0,1920,458.797,1026.299,891.829
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,20.0,10.0,1920,917.593,2052.598,1783.658
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,20.0,20.0,1920,1835.187,4105.196,3567.317
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,20.0,50.0,1920,4587.967,10262.99,8918.292
phase_all: entry from bottom-left quarter,step_rate_median_px_s,median consecutive-step rate,272.523,20.0,100.0,1920,9175.934,20525.98,17836.584
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,0.5,1.0,1920,3.21,7.181,6.24
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,0.5,2.0,1920,6.42,14.362,12.48
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,0.5,5.0,1920,16.051,35.905,31.201
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,0.5,10.0,1920,32.102,71.81,62.401
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,0.5,20.0,1920,64.204,143.62,124.803
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,0.5,50.0,1920,160.51,359.051,312.007
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,0.5,100.0,1920,321.02,718.102,624.013
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,1.0,1.0,1920,6.42,14.362,12.48
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,1.0,2.0,1920,12.841,28.724,24.961
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,1.0,5.0,1920,32.102,71.81,62.401
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,1.0,10.0,1920,64.204,143.62,124.803
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,1.0,20.0,1920,128.408,287.241,249.605
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,1.0,50.0,1920,321.02,718.102,624.013
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,1.0,100.0,1920,642.041,1436.204,1248.027
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,2.0,1.0,1920,12.841,28.724,24.961
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,2.0,2.0,1920,25.682,57.448,49.921
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,2.0,5.0,1920,64.204,143.62,124.803
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,2.0,10.0,1920,128.408,287.241,249.605
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,2.0,20.0,1920,256.816,574.482,499.211
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,2.0,50.0,1920,642.041,1436.204,1248.027
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,2.0,100.0,1920,1284.081,2872.408,2496.054
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,4.0,1.0,1920,25.682,57.448,49.921
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,4.0,2.0,1920,51.363,114.896,99.842
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,4.0,5.0,1920,128.408,287.241,249.605
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,4.0,10.0,1920,256.816,574.482,499.211
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,4.0,20.0,1920,513.633,1148.963,998.421
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,4.0,50.0,1920,1284.081,2872.408,2496.054
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,4.0,100.0,1920,2568.163,5744.816,4992.107
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,8.0,1.0,1920,51.363,114.896,99.842
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,8.0,2.0,1920,102.727,229.793,199.684
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,8.0,5.0,1920,256.816,574.482,499.211
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,8.0,10.0,1920,513.633,1148.963,998.421
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,8.0,20.0,1920,1027.265,2297.926,1996.843
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,8.0,50.0,1920,2568.163,5744.816,4992.107
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,8.0,100.0,1920,5136.325,11489.632,9984.215
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,10.0,1.0,1920,64.204,143.62,124.803
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,10.0,2.0,1920,128.408,287.241,249.605
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,10.0,5.0,1920,321.02,718.102,624.013
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,10.0,10.0,1920,642.041,1436.204,1248.027
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,10.0,20.0,1920,1284.081,2872.408,2496.054
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,10.0,50.0,1920,3210.203,7181.02,6240.134
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,10.0,100.0,1920,6420.406,14362.04,12480.268
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,20.0,1.0,1920,128.408,287.241,249.605
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,20.0,2.0,1920,256.816,574.482,499.211
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,20.0,5.0,1920,642.041,1436.204,1248.027
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,20.0,10.0,1920,1284.081,2872.408,2496.054
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,20.0,20.0,1920,2568.163,5744.816,4992.107
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,20.0,50.0,1920,6420.406,14362.04,12480.268
phase_all: entry from bottom-left quarter,step_rate_p95_px_s,p95 consecutive-step rate,381.369,20.0,100.0,1920,12840.813,28724.08,24960.536
phase_accepted_only: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,1.0,1920,1.565,3.502,3.043
phase_accepted_only: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,2.0,1920,3.131,7.004,6.086
phase_accepted_only: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,5.0,1920,7.827,17.509,15.215
phase_accepted_only: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,10.0,1920,15.655,35.019,30.43
phase_accepted_only: entry from bottom-left quarter,net_rate_px_s,net start-to-end rate,185.976,0.5,20.0,1920,31.309,70.037,60.86
