case,video,record_id,second,frame_index,reticle_box_present,label_candidate_present,object_candidate_present,reticle_box_cx,reticle_box_cy,reticle_box_w,reticle_box_h,label_cx,label_cy,label_w,label_h,label_dx_from_reticle,label_dy_from_reticle,object_cx,object_cy,object_dx_from_reticle,object_dy_from_reticle,manual_label_text,manual_review_status,notes
PR36,DOD_111689030.mp4,DOW-UAP-PR36,39,1170,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,40,1200,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,41,1230,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,42,1260,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,43,1290,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,44,1320,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,45,1350,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,46,1380,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,47,1410,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,48,1440,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,49,1470,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,50,1500,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,51,1530,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,52,1560,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,53,1590,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,54,1620,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,55,1650,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,56,1680,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,57,1710,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,58,1740,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,59,1770,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,60,1800,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,61,1830,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,62,1860,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,63,1890,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,64,1920,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,65,1950,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,66,1980,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,67,2010,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,68,2040,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,69,2070,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,70,2100,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,71,2130,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,72,2160,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,73,2190,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,74,2220,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,75,2250,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,76,2280,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,77,2310,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,78,2340,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,79,2370,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,80,2400,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,81,2430,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,82,2460,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,83,2490,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,84,2520,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,85,2550,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,86,2580,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,87,2610,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,88,2640,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,89,2670,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,90,2700,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,91,2730,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,92,2760,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,93,2790,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,94,2820,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,95,2850,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,96,2880,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,97,2910,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,98,2940,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,99,2970,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,100,3000,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,101,3030,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,102,3060,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,103,3090,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,104,3120,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,105,3150,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,106,3180,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,107,3210,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,108,3240,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,109,3270,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,110,3300,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,111,3330,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,112,3360,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,113,3390,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,114,3420,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,115,3450,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,116,3480,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,117,3510,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,118,3540,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,119,3570,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,120,3600,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,121,3630,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,122,3660,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,123,3690,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,124,3720,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,125,3750,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,126,3780,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,127,3810,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,128,3840,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,129,3870,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,130,3900,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,131,3930,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,132,3960,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,133,3990,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,134,4020,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,135,4050,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,136,4080,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
PR36,DOD_111689030.mp4,DOW-UAP-PR36,137,4110,no,no,no,,,,,,,,,,,,,,,,not_applicable,No reticle-associated label component detected by survey.
