record_id,release_tag,source_video,source_path_not_redistributed,source_sha256,opencv_width,opencv_height,opencv_fps,opencv_frames,opencv_duration_seconds,sample_step_seconds,second,frame_index,roi,ocr_text,normalized_text,meter_label_candidate,candidate_rule,source_media_boundary
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,150,4500,lower_display_strip,|,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,150,4500,right_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,180,5400,center_reticle,_— “a - >,A,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,180,5400,upper_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,180,5400,lower_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,180,5400,right_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,210,6300,center_reticle,—_ bet | a im,BET A IM,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,210,6300,upper_display_strip,¥,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,210,6300,lower_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,210,6300,right_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,240,7200,center_reticle,No 3 ( !* w & ¢ su,NO 3 W SU,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,240,7200,upper_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,240,7200,lower_display_strip,.~e,E,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,240,7200,right_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,270,8100,center_reticle,"MT, ~ 4 et ae <2 A & et » Se eo ao i ot ane . ae me, sth, ef al me 3 “4 e. oe oo ou af? * oe: =a - ord} ied £ at vet on ny, ~~” ~ ao “ete Fog “~ oF en Ps <A) Ay e 7 Niky. , a | om 56.» a 4 &i “ w ie "" ag a",MT 4 ET AE <2 A ET SE EO AO I OT ANE AE ME STH EF AL ME 3 4 E OE OO OU AF OE A ORD IED AT VET ON NY AO ETE FOG OF EN PS <A AY E 7 NIKY A OM 56 A 4 I W IE AG A,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,270,8100,upper_display_strip,""", oF Fj a. 4, Ss) _ a wl = 3",OF FJ A 4 SS A WL 3,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,270,8100,lower_display_strip,= . A a ye * . N Whey a ag _ Yee:,A A YE N WHEY A AG YEE,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,270,8100,right_display_strip,"a” — a4 Ro = y, “ene La ll a ony ~~ “ ad 1 Moe a . 7k. ap ” ass et a, ~~ & c. ae “™ OY tay",A A4 RO Y ENE LA LL A ONY AD 1 MOE A 7K AP ASS ET A C AE OY TAY,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR074,release-02,DOD_111720775.mp4,source-files-not-included/DOD_111720775.mp4,d0b8800146dfc84e7d1fd40ff400c5d813cb8139dc7cfcf9b9e1ea189c6e8b47,1280,720,30.000,8570,285.667,30,0,0,center_reticle,aA Osa > =,AA OSA,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR074,release-02,DOD_111720775.mp4,source-files-not-included/DOD_111720775.mp4,d0b8800146dfc84e7d1fd40ff400c5d813cb8139dc7cfcf9b9e1ea189c6e8b47,1280,720,30.000,8570,285.667,30,0,0,upper_display_strip,a,A,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR074,release-02,DOD_111720775.mp4,source-files-not-included/DOD_111720775.mp4,d0b8800146dfc84e7d1fd40ff400c5d813cb8139dc7cfcf9b9e1ea189c6e8b47,1280,720,30.000,8570,285.667,30,0,0,lower_display_strip,~ — -*,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR074,release-02,DOD_111720775.mp4,source-files-not-included/DOD_111720775.mp4,d0b8800146dfc84e7d1fd40ff400c5d813cb8139dc7cfcf9b9e1ea189c6e8b47,1280,720,30.000,8570,285.667,30,0,0,right_display_strip,a ~ -,A,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR074,release-02,DOD_111720775.mp4,source-files-not-included/DOD_111720775.mp4,d0b8800146dfc84e7d1fd40ff400c5d813cb8139dc7cfcf9b9e1ea189c6e8b47,1280,720,30.000,8570,285.667,30,30,900,center_reticle,x. -f~ -. =| Ee e@,X F EE E,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR074,release-02,DOD_111720775.mp4,source-files-not-included/DOD_111720775.mp4,d0b8800146dfc84e7d1fd40ff400c5d813cb8139dc7cfcf9b9e1ea189c6e8b47,1280,720,30.000,8570,285.667,30,30,900,upper_display_strip,a et.,A ET,no,,source MP4 retained outside Git; OCR text only committed
