record_id,title,agency,type,release_date,status,asset_url,asset_filename,dvids_video_id,local_exact_filename_match
DOW-UAP-D060,"DOW-UAP-D060, Mission Report, Arabian Gulf, August 2020",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,,yes
DOW-UAP-D061,"DOW-UAP-D061, Mission Report, Arabian Gulf, August 2020",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,,yes
DOW-UAP-D062,"DOW-UAP-D062, Mission Report, Strait of Hormuz, September 2020",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,,yes
DOW-UAP-D063,"DOW-UAP-D063, Mission Report, Strait of Hormuz, October 2020",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,,yes
DOW-UAP-D064,"DOW-UAP-D064, Mission Report, Iran, November 2020",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d64-mission-report-iran-november-2020.pdf,dow-uap-d64-mission-report-iran-november-2020.pdf,,yes
DOW-UAP-D065,"DOW-UAP-D065, Mission Report, Arabian Gulf, July 2020",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,,yes
DOW-UAP-D074,"DOW-UAP-D074, Mission Report, Syria, November 2023",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d74-mission-report-syria-november-2023.pdf,dow-uap-d74-mission-report-syria-november-2023.pdf,,yes
DOW-UAP-D075,"DOW-UAP-D075, Mission Report, Gulf of Aden, July 2024",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,,yes
DOW-UAP-PR019,"DOW-UAP-PR019, Unresolved UAP Report, Middle East, May 2022",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d10-mission-report-middle-east-may-2022.pdf,dow-uap-d10-mission-report-middle-east-may-2022.pdf,1006056,yes
DOW-UAP-PR020,"DOW-UAP-PR020, Unresolved UAP Report, Kuwait, May 2022",Department of War,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-pr20.pdf,dow-uap-pr20.pdf,,yes
DOW-UAP-PR021,"DOW-UAP-PR021, Unresolved UAP Report, Iraq, May 2022",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d14-mission-report-iraq-may-2022.pdf,dow-uap-d14-mission-report-iraq-may-2022.pdf,1006059,yes
DOW-UAP-PR022,"DOW-UAP-PR022, Unresolved UAP Report, Syria, July 2022",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d16-mission-report-syria-july-2022.pdf,dow-uap-d16-mission-report-syria-july-2022.pdf,1006060,yes
DOW-UAP-PR023,"DOW-UAP-PR023, Unresolved UAP Report, Iraq, December 2022",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d18-mission-report-iraq-december-2022.pdf,dow-uap-d18-mission-report-iraq-december-2022.pdf,1006062,yes
DOW-UAP-PR026,"DOW-UAP-PR026, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,1006063,yes
DOW-UAP-PR027,"DOW-UAP-PR027, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,1006067,yes
DOW-UAP-PR028,"DOW-UAP-PR028, Unresolved UAP Report, Greece, January 2024",Department of War,VID,5/8/26,existing_record_id,,,1006073,
DOW-UAP-PR029,"DOW-UAP-PR029, Unresolved UAP Report, United Arab Emirates, June 2024",Department of War,VID,5/8/26,existing_record_id,,,1006074,
DOW-UAP-PR031,"DOW-UAP-PR031, Unresolved UAP Report, Syria, October 2024",Department of War,VID,5/8/26,existing_record_id,"https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf","dow-uap-d32-mission-report,-syria-october-2024.pdf",1006076,yes
DOW-UAP-PR032,"DOW-UAP-PR032, Unresolved UAP Report, Syria, October 2024",Department of War,VID,5/8/26,existing_record_id,"https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf","dow-uap-d32-mission-report,-syria-october-2024.pdf",1006078,yes
DOW-UAP-PR033,"DOW-UAP-PR033, Unresolved UAP Report, Syria, October 2024",Department of War,VID,5/8/26,existing_record_id,"https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf","dow-uap-d32-mission-report,-syria-october-2024.pdf",1006079,yes
DOW-UAP-PR034,"DOW-UAP-PR034, Unresolved UAP Report, Greece, October 2023",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d33-mission-report-greece-october-2023.pdf,dow-uap-d33-mission-report-greece-october-2023.pdf,1006080,yes
DOW-UAP-PR035,"DOW-UAP-PR035, Unresolved UAP Report, Greece, October 2023",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d35-mission-report-greece-october-2023.pdf,dow-uap-d35-mission-report-greece-october-2023.pdf,1006082,yes
DOW-UAP-PR036,"DOW-UAP-PR036, Unresolved UAP Report, Middle East, May 2020",Department of War,VID,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,1006083,yes
DOW-UAP-PR037,"DOW-UAP-PR037, Unresolved UAP Report, Middle East, 2020",Department of War,VID,5/8/26,existing_record_id,,,1006087,
DOW-UAP-PR038,"DOW-UAP-PR038, Unresolved UAP Report, Middle East, 2013",Department of War,VID,5/8/26,existing_record_id,,,1006088,
DOW-UAP-PR039,"DOW-UAP-PR039, Unresolved UAP Report, Middle East, 2020",Department of War,VID,5/8/26,existing_record_id,,,1006089,
DOW-UAP-PR040,"DOW-UAP-PR040, Unresolved UAP Report, Middle East, 2020",Department of War,VID,5/8/26,existing_record_id,,,1006093,
DOW-UAP-PR041,"DOW-UAP-PR041, Unresolved UAP Report, Middle East, 2020",Department of War,VID,5/8/26,existing_record_id,,,1006094,
DOW-UAP-PR042,"DOW-UAP-PR042, Unresolved UAP Report, Middle East, 2020",Department of War,VID,5/8/26,existing_record_id,,,1006097,
DOW-UAP-PR043,"DOW-UAP-PR043, Unresolved UAP Report, Africa, 2025",Department of War,VID,5/8/26,existing_record_id,,,1006159,
DOW-UAP-PR044,"DOW-UAP-PR044, Unresolved UAP Report, Middle East, 2020",Department of War,VID,5/8/26,existing_record_id,,,1006104,
DOW-UAP-PR045,"DOW-UAP-PR045, Unresolved UAP Report, Middle East, 2020",Department of War,VID,5/8/26,existing_record_id,,,1006105,
DOW-UAP-PR046,"DOW-UAP-PR046, Unresolved UAP Report, INDOPACOM, 2024",Department of War,VID,5/8/26,existing_record_id,,,1006106,
DOW-UAP-PR047,"DOW-UAP-PR047, Unresolved UAP Report, INDOPACOM, 2023",Department of War,VID,5/8/26,existing_record_id,,,1006107,
DOW-UAP-PR048,"DOW-UAP-PR048, Unresolved UAP Report, INDOPACOM, 2024",Department of War,VID,5/8/26,existing_record_id,,,1006110,
DOW-UAP-PR049,"DOW-UAP-PR049, Unresolved UAP Report, Department of the Army, 2026",Department of War,VID,5/8/26,existing_record_id,,,1006111,
,FBI Photo A001,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a1.png,fbi-photo-a1.png,1006111,yes
,FBI Photo A002,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a2.png,fbi-photo-a2.png,,yes
,FBI Photo A003,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a3.png,fbi-photo-a3.png,,yes
,FBI Photo A004,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a4.png,fbi-photo-a4.png,,yes
,FBI Photo A005,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a5.png,fbi-photo-a5.png,,no
,FBI Photo A006,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a6.png,fbi-photo-a6.png,,no
,FBI Photo A007,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a7.png,fbi-photo-a7.png,,no
,FBI Photo A008,FBI,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a8.png,fbi-photo-a8.png,,no
,FBI Photo B001,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b1.pdf,fbi-photo-b1.pdf,,no
